Datum;Bewoelkung;Temperatur;Windgeschwindigkeit;Wettercode;bewoelkung_time;wettercode_knn
2018-08-27;6.0;16.5375;13;63.0;6;63
2018-08-28;6.0;18.6125;9;61.0;6;61
2018-08-29;0.0;22.7;12;0.0;0;0
2018-08-30;7.0;15.4625;13;63.0;7;63
2018-08-31;4.0;18.725;11;0.0;4;0
2018-09-01;2.0;18.1125;8;;2;0
2018-09-02;1.0;18.95;11;5.0;1;5
2018-09-03;2.0;21.0125;13;21.0;2;21
2018-09-04;1.0;20.525;11;5.0;1;5
2018-09-05;2.0;20.2875;11;0.0;2;0
2018-09-06;0.0;21.275;11;0.0;0;0
2018-09-07;7.0;17.475;12;61.0;7;61
2018-09-10;5.0;19.2375;12;;5;41
2018-09-11;7.0;16.55;12;61.0;7;61
2018-09-12;7.0;14.3;11;61.0;7;61
2018-09-13;4.0;17.3375;7;0.0;4;0
2018-09-14;3.0;17.1125;9;;3;14
2018-09-21;6.0;14.957142;16;61.0;6;61
2018-09-22;4.0;13.025;20;61.0;4;61
2018-09-23;6.0;11.65;6;61.0;6;61
2018-09-24;2.0;11.2875;17;21.0;2;21
2018-09-25;3.0;12.7625;9;0.0;3;0
2018-09-26;7.0;14.2375;16;61.0;7;61
2018-09-27;7.0;17.6;13;0.0;7;0
2018-09-28;1.0;12.8625;15;21.0;1;21
2018-09-29;6.0;13.1;10;61.0;6;61
2018-09-30;5.0;13.9625;12;21.0;5;21
2018-10-01;5.0;11.1625;12;21.0;5;21
2018-10-02;6.0;10.0;18;61.0;6;61
2018-10-03;4.0;12.2875;18;21.0;4;21
2018-10-04;7.0;14.2625;8;61.0;7;61
2018-10-05;0.0;18.1125;8;5.0;0;5
2018-10-06;1.0;14.3375;6;10.0;1;10
2018-10-07;1.0;11.4;10;5.0;1;5
2018-10-08;5.0;13.0625;10;;5;41
2018-10-09;3.0;15.125;9;0.0;3;0
2018-10-10;0.0;17.1;6;10.0;0;10
2018-10-11;0.0;19.633333;7;0.0;0;0
2018-10-12;0.0;21.4125;7;;0;2
2018-10-15;0.0;20.7875;6;0.0;0;0
2018-10-16;7.0;19.0625;6;10.0;7;10
2018-10-17;2.0;20.8375;5;5.0;2;5
2018-10-18;1.0;12.816666;12;5.0;1;5
2018-10-19;3.0;10.925;6;5.0;3;5
2018-10-22;2.0;11.1;14;0.0;2;0
2018-10-23;7.0;11.925;23;63.0;7;63
2018-10-24;4.0;10.357142;11;0.0;4;0
2018-10-25;6.0;11.125;19;21.0;6;21
2018-10-26;7.0;10.325;9;63.0;7;63
2018-10-27;7.0;5.8375;13;63.0;7;63
2018-10-28;2.0;5.5875;14;0.0;2;0
2018-10-29;7.0;7.3625;17;21.0;7;21
2018-10-30;7.0;10.6375;11;20.0;7;20
2018-10-31;5.0;9.9;10;0.0;5;0
2018-11-01;5.0;11.725;8;0.0;5;0
2018-11-02;6.0;10.675;12;61.0;6;61
2018-11-03;0.0;8.7;5;10.0;0;10
2018-11-04;8.0;8.225;5;10.0;8;10
2018-11-05;8.0;10.4125;6;10.0;8;10
2018-11-06;7.0;8.5375;5;45.0;7;45
2018-11-07;1.0;11.0875;4;28.0;1;28
2018-11-08;6.0;11.625;7;20.0;6;20
2018-11-09;7.0;9.3;6;61.0;7;61
2018-11-10;7.0;11.425;8;61.0;7;61
2018-11-11;7.0;12.2375;8;61.0;7;61
2018-11-12;7.0;10.5375;4;61.0;7;61
2018-11-13;7.0;10.325;9;61.0;7;61
2018-11-14;7.0;8.4375;7;10.0;7;10
2018-11-15;2.0;10.35;6;5.0;2;5
2018-11-16;0.0;8.2625;7;10.0;0;10
2018-11-17;0.0;5.375;10;10.0;0;10
2018-11-18;7.0;6.75;14;0.0;7;0
2018-11-19;6.0;5.775;21;61.0;6;61
2018-11-20;7.0;4.725;16;;7;62
2018-11-21;7.0;3.05;12;0.0;7;0
2018-11-22;8.0;1.5125;9;21.0;8;21
2018-11-23;8.0;1.8875;6;10.0;8;10
2018-11-24;8.0;3.025;4;10.0;8;10
2018-11-25;8.0;5.1625;12;53.0;8;53
2018-11-26;7.0;4.95;12;61.0;7;61
2018-11-27;8.0;2.1625;3;;8;12
2018-11-28;3.0;1.5;10;5.0;3;5
2018-11-29;7.0;3.3;10;61.0;7;61
2018-11-30;5.0;7.8375;8;;5;13
2018-12-01;7.0;7.1625;8;61.0;7;61
2018-12-02;7.0;8.15;8;61.0;7;61
2018-12-03;7.0;10.825;12;61.0;7;61
2018-12-04;1.0;5.442857;14;21.0;1;21
2018-12-05;1.0;3.7375;6;0.0;1;0
2018-12-06;7.0;6.725;7;61.0;7;61
2018-12-07;7.0;10.825;9;61.0;7;61
2018-12-08;8.0;7.475;18;61.0;8;61
2018-12-09;7.0;6.95;18;61.0;7;61
2018-12-10;5.0;4.9125;15;21.0;5;21
2018-12-11;6.0;4.6375;11;;6;43
2018-12-12;7.0;4.175;12;21.0;7;21
2018-12-13;7.0;2.925;10;61.0;7;61
2018-12-14;7.0;2.175;12;22.0;7;22
2018-12-15;7.0;0.5375;7;;7;50
2018-12-16;7.0;0.2;9;;7;45
2018-12-17;8.0;0.65;6;20.0;8;20
2018-12-18;7.0;5.3125;6;21.0;7;21
2018-12-19;7.0;3.175;9;61.0;7;61
2018-12-20;7.0;4.8875;4;53.0;7;53
2018-12-21;7.0;6.1125;9;61.0;7;61
2018-12-22;8.0;4.3;4;;8;37
2018-12-23;7.0;6.45;9;61.0;7;61
2018-12-24;7.0;2.5;10;22.0;7;22
2018-12-25;7.0;6.3625;16;;7;62
2018-12-26;7.0;7.9125;12;0.0;7;0
2018-12-27;7.0;7.125;12;20.0;7;20
2018-12-28;7.0;7.3125;11;61.0;7;61
2018-12-29;8.0;7.675;10;61.0;8;61
2018-12-30;2.0;6.675;16;;2;14
2018-12-31;7.0;7.3875;13;45.0;7;45
2019-01-01;6.0;6.2875;26;21.0;6;21
2019-01-02;0.0;3.9125;20;0.0;0;0
2019-01-03;2.0;0.725;6;;2;17
2019-01-04;7.0;5.55;15;61.0;7;61
2019-01-05;5.0;7.85;8;21.0;5;21
2019-01-06;7.0;3.65;7;61.0;7;61
2019-01-07;8.0;5.9375;8;55.0;8;55
2019-01-08;6.0;5.5;19;21.0;6;21
2019-01-09;7.0;3.1375;22;0.0;7;0
2019-01-10;7.0;1.4;7;;7;40
2019-01-11;6.0;6.8625;15;61.0;6;61
2019-01-12;7.0;6.0875;13;61.0;7;61
2019-01-13;7.0;7.6875;20;61.0;7;61
2019-01-14;2.0;1.9375;18;5.0;2;5
2019-01-15;7.0;6.6625;18;61.0;7;61
2019-01-16;7.0;7.2125;14;61.0;7;61
2019-01-17;7.0;4.1875;15;61.0;7;61
2019-01-18;1.0;1.2625;7;0.0;1;0
2019-01-19;2.0;0.925;4;49.0;2;49
2019-01-20;1.0;0.85;4;10.0;1;10
2019-01-21;6.0;-0.425;9;71.0;6;71
2019-01-22;5.0;0.1375;9;10.0;5;10
2019-01-23;4.0;-3.075;7;10.0;4;10
2019-01-24;8.0;-4.8125;6;22.0;8;22
2019-01-25;8.0;-3.3875;6;71.0;8;71
2019-01-26;7.0;3.8375;7;61.0;7;61
2019-01-27;8.0;4.9375;7;61.0;8;61
2019-01-28;8.0;2.75;5;20.0;8;20
2019-01-29;6.0;1.575;7;68.0;6;68
2019-01-30;5.0;1.6;10;;5;35
2019-01-31;7.0;1.4;7;20.0;7;20
2019-02-01;7.0;-0.075;12;10.0;7;10
2019-02-02;8.0;1.7375;10;10.0;8;10
2019-02-03;1.0;2.5;9;0.0;1;0
2019-02-04;7.0;2.95;12;;7;47
2019-02-05;7.0;4.6375;11;61.0;7;61
2019-02-06;7.0;3.6625;11;61.0;7;61
2019-02-07;7.0;6.0375;10;61.0;7;61
2019-02-08;7.0;6.5;11;61.0;7;61
2019-02-09;7.0;7.4;18;61.0;7;61
2019-02-10;7.0;5.125;7;61.0;7;61
2019-02-11;2.0;5.9375;16;0.0;2;0
2019-02-12;4.0;5.225;12;20.0;4;20
2019-02-13;8.0;7.5375;13;20.0;8;20
2019-02-14;3.0;7.4;10;10.0;3;10
2019-02-15;0.0;11.3375;7;0.0;0;0
2019-02-16;0.0;10.425;12;5.0;0;5
2019-02-17;3.0;11.625;5;5.0;3;5
2019-02-18;0.0;11.725;7;0.0;0;0
2019-02-19;7.0;6.75;15;63.0;7;63
2019-02-20;7.0;7.34;11;61.0;7;61
2019-02-21;8.0;7.675;12;61.0;8;61
2019-02-22;4.0;4.125;11;0.0;4;0
2019-02-23;6.0;4.775;6;;6;30
2019-02-24;0.0;9.6875;9;5.0;0;5
2019-02-25;0.0;9.8125;9;21.0;0;21
2019-02-26;0.0;10.85;7;5.0;0;5
2019-02-27;1.0;13.4125;10;5.0;1;5
2019-02-28;5.0;7.8875;11;21.0;5;21
2019-03-01;7.0;5.6375;8;;7;61
2019-03-02;7.0;5.4;7;;7;61
2019-03-03;6.0;8.975;13;61.0;6;61
2019-03-04;6.0;7.5375;20;61.0;6;61
2019-03-05;5.0;6.8875;17;61.0;5;61
2019-03-06;7.0;6.7625;9;61.0;7;61
2019-03-07;6.0;9.65;19;61.0;6;61
2019-03-08;5.0;6.8875;26;61.0;5;61
2019-03-09;6.0;6.35;22;63.0;6;63
2019-03-10;6.0;6.8875;10;21.0;6;21
2019-03-11;5.0;4.075;6;61.0;5;61
2019-03-12;6.0;5.425;13;61.0;6;61
2019-03-13;7.0;5.8;15;63.0;7;63
2019-03-14;7.0;5.5625;12;61.0;7;61
2019-03-15;7.0;7.4875;25;61.0;7;61
2019-03-16;7.0;5.5875;11;61.0;7;61
2019-03-17;5.0;7.4;20;21.0;5;21
2019-03-18;5.0;6.325;21;61.0;5;61
2019-03-19;3.0;7.0125;11;5.0;3;5
2019-03-20;8.0;8.2875;12;53.0;8;53
2019-03-21;8.0;10.225;14;10.0;8;10
2019-03-22;7.0;9.7;6;20.0;7;20
2019-03-23;6.0;10.2625;15;10.0;6;10
2019-03-24;4.0;7.6625;12;0.0;4;0
2019-03-25;4.0;7.3375;17;21.0;4;21
2019-03-26;7.0;7.8375;16;21.0;7;21
2019-03-27;8.0;8.375;14;61.0;8;61
2019-03-28;8.0;10.7;9;;8;53
2019-03-29;5.0;12.1125;11;21.0;5;21
2019-03-30;1.0;15.5;11;5.0;1;5
2019-03-31;0.0;7.6625;13;5.0;0;5
2019-04-01;0.0;8.05;13;5.0;0;5
2019-04-02;0.0;11.685714;10;5.0;0;5
2019-04-03;7.0;9.875;9;63.0;7;63
2019-04-05;2.0;12.0625;10;5.0;2;5
2019-04-06;0.0;12.7625;10;10.0;0;10
2019-04-07;0.0;12.8375;8;5.0;0;5
2019-04-08;1.0;9.1125;16;5.0;1;5
2019-04-09;1.0;6.6625;15;5.0;1;5
2019-04-10;0.0;6.275;14;5.0;0;5
2019-04-11;7.0;5.3375;12;22.0;7;22
2019-04-12;5.0;5.2125;11;22.0;5;22
2019-04-13;7.0;3.475;16;68.0;7;68
2019-04-14;7.0;5.9375;16;61.0;7;61
2019-04-15;2.0;7.35;14;5.0;2;5
2019-04-16;0.0;8.4375;15;5.0;0;5
2019-04-17;0.0;11.6625;14;5.0;0;5
2019-04-18;0.0;13.0125;14;5.0;0;5
2019-04-19;0.0;14.1;12;5.0;0;5
2019-04-20;0.0;13.125;8;;0;8
2019-04-21;0.0;16.8125;10;;0;5
2019-04-22;0.0;15.775;16;5.0;0;5
2019-04-23;0.0;14.225;19;5.0;0;5
2019-04-24;2.0;17.65;10;21.0;2;21
2019-04-25;0.0;19.6125;7;;0;1
2019-04-26;7.0;14.975;16;95.0;7;95
2019-04-27;5.0;16.2125;13;0.0;5;0
2019-04-28;7.0;9.85;10;61.0;7;61
2019-04-29;3.0;13.6125;12;10.0;3;10
2019-04-30;6.0;17.65;11;0.0;6;0
2019-05-01;7.0;9.2625;15;20.0;7;20
2019-05-02;7.0;8.95;16;61.0;7;61
2019-05-03;6.0;8.7625;18;21.0;6;21
2019-05-04;5.0;7.3;15;61.0;5;61
2019-05-05;5.0;10.6875;15;;5;35
2019-05-06;3.0;9.1625;18;61.0;3;61
2019-05-07;3.0;9.6625;14;21.0;3;21
2019-05-08;6.0;12.8125;8;61.0;6;61
2019-05-09;6.0;15.0;7;61.0;6;61
2019-05-10;7.0;10.4625;11;61.0;7;61
2019-05-11;1.0;11.525;9;;1;11
2019-05-12;1.0;13.0125;16;5.0;1;5
2019-05-13;1.0;12.7125;11;5.0;1;5
2019-05-14;7.0;12.3375;9;;7;61
2019-05-15;2.0;13.9;11;;2;17
2019-05-16;7.0;12.475;15;61.0;7;61
2019-05-17;7.0;11.95;11;10.0;7;10
2019-05-18;3.0;16.4875;13;5.0;3;5
2019-05-19;4.0;14.2375;12;10.0;4;10
2019-05-20;3.0;16.8125;9;28.0;3;28
2019-05-21;7.0;16.425;10;61.0;7;61
2019-05-22;6.0;12.1;15;61.0;6;61
2019-05-23;5.0;18.2375;10;0.0;5;0
2019-05-24;2.0;18.4125;17;0.0;2;0
2019-05-25;7.0;13.5375;14;;7;53
2019-05-26;7.0;13.625;10;61.0;7;61
2019-05-27;6.0;15.2625;13;;6;65
2019-05-28;6.0;13.1625;12;;6;50
2019-05-29;3.0;13.3625;8;0.0;3;0
2019-05-30;7.0;14.0125;9;61.0;7;61
2019-05-31;7.0;18.85;14;;7;75
2019-06-01;6.0;19.5625;15;0.0;6;0
2019-06-02;2.0;24.35;8;;2;4
2019-06-03;6.0;22.225;12;21.0;6;21
2019-06-04;7.0;16.0625;10;61.0;7;61
2019-06-05;5.0;22.9125;11;;5;45
2019-06-06;6.0;19.5;13;61.0;6;61
2019-06-07;1.0;17.45;10;;1;8
2019-06-08;7.0;16.2375;13;61.0;7;61
2019-06-09;5.0;18.65;10;;5;13
2019-06-10;7.0;16.125;14;61.0;7;61
2019-06-11;6.0;18.1375;6;95.0;6;95
2019-06-12;7.0;16.6625;10;95.0;7;95
2019-06-13;0.0;22.175;11;;0;3
2019-06-14;5.0;22.9;9;95.0;5;95
2019-06-15;7.0;18.2125;12;95.0;7;95
2019-06-16;6.0;20.3875;8;0.0;6;0
2019-06-17;3.0;21.875;9;;3;25
2019-06-18;5.0;25.1125;6;95.0;5;95
2019-06-19;3.0;25.95;8;17.0;3;17
2019-06-20;6.0;19.275;8;21.0;6;21
2019-06-21;6.0;18.1625;11;;6;25
2019-06-22;6.0;17.025;9;5.0;6;5
2019-06-23;1.0;20.375;12;5.0;1;5
2019-06-24;6.0;21.875;13;;6;29
2019-06-25;3.0;28.775;7;;3;27
2019-06-26;0.0;26.0375;16;5.0;0;5
2019-06-27;6.0;17.175;14;;6;47
2019-06-28;1.0;20.225;7;;1;2
2019-06-29;0.0;24.0375;8;0.0;0;0
2019-06-30;0.0;27.3375;19;5.0;0;5
2019-07-01;5.0;20.25;20;0.0;5;0
2019-07-02;6.0;15.1875;18;21.0;6;21
2019-07-03;5.0;16.5;13;21.0;5;21
2019-07-04;7.0;15.9625;15;61.0;7;61
2019-07-05;7.0;15.7375;13;61.0;7;61
2019-07-06;7.0;15.9125;17;61.0;7;61
2019-07-07;7.0;14.4625;16;;7;68
2019-07-08;7.0;16.0125;15;61.0;7;61
2019-07-09;7.0;16.625;13;20.0;7;20
2019-07-10;1.0;19.2125;11;;1;6
2019-07-11;7.0;17.6125;6;53.0;7;53
2019-07-12;7.0;18.475;7;61.0;7;61
2019-07-13;7.0;19.9;12;20.0;7;20
2019-07-14;8.0;15.3625;9;20.0;8;20
2019-07-15;7.0;15.5875;16;;7;64
2019-07-16;5.0;19.1125;14;0.0;5;0
2019-07-17;4.0;17.5375;6;0.0;4;0
2019-07-18;6.0;21.25;8;0.0;6;0
2019-07-19;6.0;21.0875;11;21.0;6;21
2019-07-20;7.0;24.35;14;95.0;7;95
2019-07-21;8.0;18.9;16;21.0;8;21
2019-07-22;7.0;16.6375;5;61.0;7;61
2019-07-23;0.0;26.1;9;0.0;0;0
2019-07-24;0.0;27.6875;10;0.0;0;0
2019-07-25;6.0;29.725;11;;6;53
2019-07-26;0.0;26.925;14;5.0;0;5
2019-07-27;4.0;23.5375;21;5.0;4;5
2019-07-28;3.0;23.35;14;5.0;3;5
2019-07-29;6.0;25.25;7;61.0;6;61
2019-07-30;7.0;20.7375;8;61.0;7;61
2019-07-31;6.0;20.45;7;61.0;6;61
2019-08-01;5.0;21.0625;9;61.0;5;61
