Datum;Temperatur;Windgeschwindigkeit;bewoelkung_time;wettercode_knn;temp_category;wettercode_agg
2019-05-21;16.425;10;7;61;medium;3
2019-05-22;12.1;15;6;61;low;3
2019-05-23;18.2375;10;5;0;medium;1
2019-05-24;18.4125;17;2;0;medium;1
2019-05-25;13.5375;14;7;53;medium;3
2019-05-26;13.625;10;7;61;medium;3
2019-05-27;15.2625;13;6;65;medium;4
2019-05-28;13.1625;12;6;50;medium;3
2019-05-29;13.3625;8;3;0;medium;1
2019-05-30;14.0125;9;7;61;medium;3
2019-05-31;18.85;14;7;75;medium;5
2019-06-01;19.5625;15;6;0;medium;1
2019-06-02;24.35;8;2;4;high;2
2019-06-03;22.225;12;6;21;high;2
2019-06-04;16.0625;10;7;61;medium;3
2019-06-05;22.9125;11;5;45;medium;2
2019-06-06;19.5;13;6;61;medium;3
2019-06-07;17.45;10;1;8;medium;2
2019-06-08;16.2375;13;7;61;medium;3
2019-06-09;18.65;10;5;13;medium;2
2019-06-10;16.125;14;7;61;medium;3
2019-06-11;18.1375;6;6;95;medium;4
2019-06-12;16.6625;10;7;95;medium;4
2019-06-13;22.175;11;0;3;high;1
2019-06-14;22.9;9;5;95;high;4
2019-06-15;18.2125;12;7;95;medium;4
2019-06-16;20.3875;8;6;0;high;1
2019-06-17;21.875;9;3;25;high;2
2019-06-18;25.1125;6;5;95;high;4
2019-06-19;25.95;8;3;17;high;2
2019-06-20;19.275;8;6;21;medium;2
2019-06-21;18.1625;11;6;25;medium;2
2019-06-22;17.025;9;6;5;medium;2
2019-06-23;20.375;12;1;5;medium;2
2019-06-24;21.875;13;6;29;high;2
2019-06-25;28.775;7;3;27;high;2
2019-06-26;26.0375;16;0;5;high;2
2019-06-27;17.175;14;6;47;medium;2
2019-06-28;20.225;7;1;2;medium;1
2019-06-29;24.0375;8;0;0;high;1
2019-06-30;27.3375;19;0;5;high;2
2019-07-01;20.25;20;5;0;medium;1
2019-07-02;15.1875;18;6;21;medium;2
2019-07-03;16.5;13;5;21;low;2
2019-07-04;15.9625;15;7;61;low;3
2019-07-05;15.7375;13;7;61;low;3
2019-07-06;15.9125;17;7;61;low;3
2019-07-07;14.4625;16;7;68;low;2
2019-07-08;16.0125;15;7;61;low;3
2019-07-09;16.625;13;7;20;medium;2
2019-07-10;19.2125;11;1;6;medium;2
2019-07-11;17.6125;6;7;53;medium;3
2019-07-12;18.475;7;7;61;medium;3
2019-07-13;19.9;12;7;20;medium;2
2019-07-14;15.3625;9;8;20;low;2
2019-07-15;15.5875;16;7;64;low;2
2019-07-16;19.1125;14;5;0;medium;1
2019-07-17;17.5375;6;4;0;medium;1
2019-07-18;21.25;8;6;0;medium;1
2019-07-19;21.0875;11;6;21;medium;2
2019-07-20;24.35;14;7;95;medium;4
2019-07-21;18.9;16;8;21;medium;2
2019-07-22;16.6375;5;7;61;low;3
2019-07-23;26.1;9;0;0;medium;1
2019-07-24;27.6875;10;0;0;medium;1
2019-07-25;29.725;11;6;53;high;3
2019-07-26;26.925;14;0;5;medium;2
2019-07-27;23.5375;21;4;5;medium;2
2019-07-28;23.35;14;3;5;medium;2
2019-07-29;25.25;7;6;61;medium;3
2019-07-30;20.7375;8;7;61;medium;3
2019-07-31;20.45;7;6;61;medium;3
2019-08-01;21.0625;9;5;61;medium;3
